state,question,choice,answer,pct
CO,63,f,other,0.57
CO,64,a,sub,89.08
CO,64,j,I have no word for this,1.44
CO,64,k,other,1.72
CO,64,b,grinder,0.86
CO,64,c,hoagie,4.02
CO,64,d,hero,0.86
CO,64,e,poor boy,1.72
CO,64,g,Italian sandwich,0.29
CO,65,a,lightning bug,11.43
CO,65,b,firefly,49.71
CO,65,c,I use lightning bug and firefly interchangeably,37.43
CO,65,e,I have no word for this,0.86
CO,65,f,other,0.57
CO,66,a,crawfish,32.46
CO,66,b,crayfish,14.49
CO,66,d,crowfish,0.29
CO,66,e,crawdad,44.06
CO,66,g,I have no word for this critter,2.9
CO,66,h,other,5.8
CO,67,a,daddy long leg(s),96.53
CO,67,l,other,1.45
CO,67,b,daddy big legs,1.73
CO,67,d,father longlegs,0.29
CO,68,a,grandmother,6.23
CO,68,b,granny,2.97
CO,68,c,grandma,60.83
CO,68,d,nana,2.37
CO,68,e,mimi,0.59
CO,68,f,grammy/grammie/grammi,3.86
CO,68,g,other,23.15
CO,69,a,grandmother,6.36
CO,69,b,granny,3.64
CO,69,c,grandma,56.06
CO,69,d,gramma,10.3
CO,69,e,nana,3.33
CO,69,f,other,20.3
CO,70,a,gramps,1.8
CO,70,b,grandpa,27.84
CO,70,c,grampa,17.37
CO,70,d,"grandad, granddad",5.69
CO,70,e,pap,0.3
CO,70,f,"I spell it ""grandpa"" but pronounce it as ""grampa""",23.95
CO,70,g,other (including if you use a different term to address him directly than you do when speaking about him to a third party),23.05
CO,71,a,gramps,0.31
CO,71,b,grandpa,40.25
CO,71,c,grampa,31.58
CO,71,d,pap,0.31
CO,71,e,other,27.55
CO,72,a,dust bunnies,75.58
CO,72,b,dust kittens,0.29
CO,72,c,dust mice,0.29
CO,72,e,dust balls,17.44
CO,72,f,other,6.4
CO,73,a,sneakers,20.87
CO,73,j,I have no general word for this,0.58
CO,73,k,other,5.51
CO,73,b,shoes,4.06
CO,73,c,gymshoes,3.19
CO,73,e,jumpers,0.29
CO,73,f,tennis shoes,62.9
CO,73,g,running shoes,1.45
CO,73,h,runners,0.58
CO,73,i,trainers,0.58
CO,74,a,pill bug,4.35
CO,74,k,centipede,0.58
CO,74,l,"I know what this creature is, but have no word for it",3.77
CO,74,m,I have no idea what this creature is,3.19
CO,74,n,other,2.03
CO,74,b,doodle bug,2.03
CO,74,c,potato bug,6.09
CO,74,d,roly poly,73.33
CO,74,e,sow bug,3.77
CO,74,h,roll-up bug,0.58
CO,74,i,wood louse,0.29
CO,75,a,shopping cart,70.47
CO,75,b,shopping wagon,0.29
CO,75,c,grocery cart,19.88
CO,75,f,buggy,5.85
CO,75,g,supermarket trolley,0.29
CO,75,h,other,3.22
CO,76,a,kitty-corner,51.01
CO,76,b,kitacorner,0.29
CO,76,c,catercorner,0.86
CO,76,d,catty-corner,36.31
CO,76,e,kitty cross,0.29
CO,76,g,"I can only use ""diagonal"" for this",7.2
CO,76,h,I have no term for this,1.15
CO,76,i,other,2.88
CO,77,a,doing donuts,81.38
CO,77,b,doing cookies,4.5
CO,77,c,whipping shitties,1.2
CO,77,d,other,12.91
CO,78,a,scratch paper,45.09
CO,78,b,scrap paper,13.29
CO,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",39.02
CO,78,d,other,2.6
CO,79,a,highway,63.29
CO,79,j,other,4.34
CO,79,b,freeway,10.69
CO,79,e,expressway,0.29
CO,79,g,a freeway is bigger than a highway,7.23
CO,79,i,"a freeway has limited access (no stop lights, no intersections), whereas a highway can have stop lights and intersections",14.16
CO,80,a,sunshower,19.65
CO,80,c,the devil is beating his wife,5.78
CO,80,d,monkey's wedding,0.29
CO,80,g,liquid sun,0.87
CO,80,h,I have no term or expression for this,69.36
CO,80,i,other,4.05
CO,81,a,goose bumps,91.88
CO,81,b,goose flesh,0.58
CO,81,c,goose pimples,6.09
CO,81,g,cold-chill bumps,0.29
CO,81,h,other,1.16
CO,82,k,eye crusties,3.52
CO,82,l,sand,7.04
CO,82,n,gunk,6.74
CO,82,o,matter,1.76
CO,82,p,I have no word for this,7.33
CO,82,q,other,9.38
CO,82,b,sleep,43.4
CO,82,c,sleeper,3.52
CO,82,d,sleepy,1.17
CO,82,e,sleepies,4.11
CO,82,f,sleepy seed,0.88
CO,82,g,sleepy bugs,1.17
CO,82,h,eye booger,9.38
CO,82,i,eye shit,0.59
CO,83,a,gut,3.37
CO,83,b,crypt course,0.67
CO,83,c,crip course,2.36
CO,83,d,bird,1.35
CO,83,e,blow-off,42.09
CO,83,f,meat,0.67
CO,83,g,other,49.49
CO,84,a,rotary,2.66
CO,84,b,roundabout,51.48
CO,84,c,circle,2.37
CO,84,d,traffic circle,34.62
CO,84,f,I have no word for this,5.33
CO,84,g,other,3.55
CO,85,a,(hair) elastic,6.61
CO,85,b,rubber band,33.63
CO,85,c,horsetail,0.3
CO,85,d,hair thing,11.71
CO,85,e,hair tie,34.23
CO,85,f,other,13.51
CO,86,a,yes,15.7
CO,86,b,"no, but I know what it means",42.44
CO,86,c,I have no idea what this means,41.86
CO,87,a,yes,73.33
CO,87,b,"no, but I know what it means",23.48
CO,87,c,I have no idea what this means,3.19
CO,88,a,duck-footed,32.65
CO,88,b,slue-footed,0.87
CO,88,c,splay-footed,3.5
CO,88,d,bow-legged,27.11
CO,88,e,toed out,4.96
CO,88,f,other,3.21
CO,88,g,I have no word for this,27.7
CO,89,a,yes,36.34
CO,89,b,"yes, but I can also use it in other forms such as apple slaw or broccoli slaw",8.43
CO,89,c,no,47.97
CO,89,d,I have never heard that usage before,6.1
CO,89,e,other,1.16
CO,90,a,coffin,65.88
CO,90,b,casket,16.76
CO,90,c,"a coffin and a casket are not the same, and I know the difference",10.88
CO,90,d,other,6.47
CO,91,a,vinegar and oil,12.72
CO,91,b,oil and vinegar,71.68
CO,91,c,both sound equally good to me,13.29
CO,91,d,neither,1.73
CO,91,e,other,0.58
CO,92,a,Chinese lane change,3.06
CO,92,b,Chinese fire drill,9.18
CO,92,c,other,87.76
CO,93,a,on line,2.62
CO,93,b,in line,95.34
CO,93,c,both sound equally good,0.87
CO,93,e,other,1.17
CO,94,a,frosting,37.79
CO,94,b,icing,9.3
CO,94,c,"icing is thinner than frosting, white, and/or made of powdered sugar and milk or lemon juice",24.42
CO,94,d,both,27.91
CO,94,f,other,0.58
CO,95,a,New York City,40.51
CO,95,b,Boston,0.64
CO,95,c,DC,0.32
CO,95,d,LA,1.29
CO,95,e,Chicago,0.64
CO,95,f,other,56.59
CO,96,a,"supper is an evening meal while dinner is eaten earlier (lunch, for example)",5.52
CO,96,b,"supper is an evening meal, dinner is the main meal",5.52
CO,96,c,dinner takes place in a more formal setting than supper,10.17
CO,96,d,there is no distinction; they both have the same meaning,38.37
CO,96,e,I do not use the term supper,36.92
CO,96,g,other,3.49
CO,97,a,trash can,53.24
CO,97,b,garbage can,9.12
CO,97,c,rubbish bin,1.47
CO,97,d,waste(paper) basket,1.76
CO,97,e,These words refer to different things,31.76
CO,97,f,other,2.65
CO,98,a,By accident,67.35
CO,98,b,On accident,11.08
CO,98,c,both,18.08
CO,98,d,neither,1.46
CO,98,e,other,2.04
CO,99,a,frontage road,80.41
CO,99,b,service road,9.65
CO,99,c,access road,4.39
CO,99,d,feeder road,0.88
CO,99,e,gateway,0.29
CO,99,f,we have them but I have no word for them,3.22
CO,99,g,I've never heard of this concept,0.29
CO,99,h,other,0.88
CO,100,a,cut the grass,8.26
CO,100,b,cut the lawn,0.59
CO,100,c,mow the grass,8.26
CO,100,d,mow the lawn,75.81
CO,100,e,other,7.08
CO,101,a,pass in,3.51
CO,101,b,hand in,72.51
CO,101,c,both,14.33
CO,101,d,neither,0.29
CO,101,e,other,9.36
CO,102,a,waterbug,44.41
CO,102,j,I have no word for this,16.76
CO,102,k,other,9.71
CO,102,b,Jesus bug,0.29
CO,102,c,waterstrider,11.76
CO,102,d,strider,1.18
CO,102,e,water-spider,7.65
CO,102,f,watercrawler,1.47
CO,102,g,water beetle,2.06
CO,102,h,backstrider,0.29
CO,102,i,skimmer,4.41
CO,103,a,bubbler,0.29
CO,103,c,drinking fountain,62.87
CO,103,d,water fountain,35.96
CO,103,e,other,0.88
CO,104,a,the subway,86.57
CO,104,b,"the L, or the El",0.3
CO,104,c,the T,0.9
CO,104,d,the metro,2.69
CO,104,e,BART,1.49
CO,104,f,other,8.06
CO,105,a,soda,35.48
CO,105,j,other,4.11
CO,105,b,pop,48.97
CO,105,c,coke,4.99
CO,105,e,soft drink,6.16
CO,105,h,fizzy drink,0.29
CO,106,a,tp'ing,89.41
CO,106,b,rolling,0.59
CO,106,c,toilet papering,6.18
CO,106,e,papering,2.35
CO,106,g,I have no word for this,1.47
CO,107,a,rubberneck,2.06
CO,107,j,other,4.72
CO,107,b,rubbernecking,11.5
CO,107,c,"rubbernecking is the activity (slowing down and gawking) that causes the traffic jam, but I have no word for the traffic jam itself",52.21
CO,107,d,gapers' block,2.06
CO,107,e,gapers' delay,0.59
CO,107,f,Lookie Lou,7.67
CO,107,g,curiosity delay,4.42
CO,107,h,gawk block,0.29
CO,107,i,I have no word for this,14.45
CO,108,a,"[æ] as in ""sat""",91.5
CO,108,b,"[ɛ] as in ""set""",0.29
CO,108,c,"[e:] as in ""say""",5.57
CO,108,d,other,2.64
CO,109,a,bag,76.11
CO,109,b,sack,20.94
CO,109,c,poke,0.29
CO,109,d,other,2.65
CO,110,b,trick night,0.29
CO,110,c,mischief night,2.34
CO,110,f,devil's night,4.97
CO,110,g,devil's eve,1.17
CO,110,h,I have no word for this,87.13
CO,110,i,other,4.09
CO,111,a,end,9.38
CO,111,b,heel,70.09
CO,111,c,crust,14.08
CO,111,d,nose,0.29
CO,111,e,butt,2.93
CO,111,g,I have no word for this,1.47
CO,111,h,other,1.76
CO,112,a,barbituate,78.82
CO,112,b,barbiturate,9.41
CO,112,c,I don't use either of these,11.47
CO,112,d,other,0.29
CO,113,a,f,39.53
CO,113,b,p,59.88
CO,113,c,other,0.59
CO,114,a,[s],31.36
CO,114,b,[z],67.46
CO,114,c,other,1.18
CO,115,a,a moot point,86.51
CO,115,b,a mute point,5.57
CO,115,c,either one of the above,0.88
CO,115,d,I have no idea,6.74
CO,115,e,other,0.29
CO,116,a,"[sp] (as in ""desperate"")",74.56
CO,116,b,"[zb] (rhymes with ""lesbian"")",24.85
CO,116,c,other,0.59
CO,117,a,basement,63.42
CO,117,b,cellar,0.29
CO,117,c,"I use both, and they mean the same thing",3.83
CO,117,d,"A basement is finished (for example with plastered or painted walls, carpets, etc.), whereas a cellar is unfinished (made up of bare stone or cement, used only for storage).",16.22
CO,117,e,"A cellar has an outside entrance (some call this a ""bulkhead""), whereas a basement does not",13.27
CO,117,f,other,2.95
CO,118,a,brew thru,0.3
CO,118,b,party barn,0.6
CO,118,d,beer barn,1.21
CO,118,e,beverage barn,0.91
CO,118,f,"we have these in my area, but we have no special term for them",61.03
CO,118,g,I have never heard of such a thing,23.26
CO,118,h,other,12.69
CO,119,a,take-out,68.62
CO,119,b,carry-out,5.57
CO,119,c,either take-out or carry-out,23.46
CO,119,d,other,2.35
CO,120,a,dibs,21.47
CO,120,b,shotgun,71.47
CO,120,e,I have no term for this,4.12
CO,120,f,other,2.94
CO,121,a,ogle,32.45
CO,121,b,oogle,21.83
CO,121,c,"oggle (pronounced to rhyme with ""boggle"", but may still be spelled ""ogle"")",23.6
CO,121,d,I use both oogle and ogle interchangeably,3.54
CO,121,e,"I use both ogle and ""oggle""",4.13
CO,121,f,I have no word for this activity,10.62
CO,121,g,other,3.83
CO,122,a,"expecially (or ""ecspecially"" or ""ekspecially"")",3.24
CO,122,b,especially,95.29
CO,122,c,I use both interchangeably,1.18
CO,122,e,other,0.29
CT,1,a,"[ɑ] as in ""ah""",49.0
CT,1,b,"[æ] as in ""ant""",24.25
CT,1,c,"[ɔ] as in ""caught""",6.69
CT,1,d,"I have the same vowel in ""ah"", ""caught"", and ""aunt""",5.02
CT,1,e,"I pronounce it the same as ""ain't""",0.17
CT,1,f,"I use [ɑ/ɔ] when referring to the general concept of an aunt, but [æ] when referring to a specific person by name.",11.37
CT,1,g,"I use [æ] when referring to the general concept of an aunt, but [ɑ/ɔ] when referring to a specific person by name.",2.51
CT,1,h,other,1.0
CT,2,a,"[ɪ] as in ""sit""",54.38
CT,2,b,"[i:] as in ""see""",2.86
CT,2,c,"[ɛ] as in ""set""",40.07
CT,2,d,other,2.69
CT,3,a,"[o:] as in ""Bo""",76.97
CT,3,b,"[u:] as in ""boo""",13.28
CT,3,c,"I have seen this word in print, but have no idea how to pronounce it",4.71
CT,3,d,I have never seen or heard this word,4.71
CT,3,e,other,0.34
CT,4,a,"with 2 syllables (""car-ml"")",27.52
CT,4,b,"with 3 syllables (""carra-mel"")",53.52
CT,4,c,I use both interchangeably,14.93
CT,4,d,"I have both forms, but the two have different meanings (please state how in the comments box)",3.36
CT,4,e,other,0.67
CT,5,a,"[i:] as in ""see""",66.95
CT,5,b,"[ɪ] as in ""sit""",30.35
CT,5,c,other,2.7
CT,6,a,"[ɑ] as in ""car"" (""sen-tar"")",28.57
CT,6,b,"[ɔ] as in ""caught""",17.21
CT,6,c,"I use the same vowel in ""car"", ""caught"", and ""centaur""",3.44
CT,6,d,"rhymes with ""sore"" and ""more"" (""sen-tore"")",48.71
CT,6,e,other,2.07
CT,7,a,"with [u:] as in ""coop"" (""coopon"")",80.27
CT,7,b,"with [ju:] as in ""cute"" (""cyoopon"")",18.55
CT,7,c,other,1.18
CT,8,a,"[ɛ] as in ""set""",27.46
CT,8,b,"[e:] as in ""say""",40.0
CT,8,c,"I say something in between the vowels in ""set"" and ""say"", but closer to the one in ""say""",17.8
CT,8,d,"I say something in between the vowels in ""set"" and ""say"", but closer to the one in ""set""",13.56
CT,8,e,other,1.19
CT,9,a,"[æ] as in ""man"" (1 syllable, ""cran"")",22.87
CT,9,b,"[ejɑ] (2 syllables, ""cray-ahn"")",56.66
CT,9,c,"[ejɔ] (2 syllables, ""cray-awn"", where the second syllable rhymes with ""dawn"")",19.11
CT,9,d,"[aw] (I pronounce this the same as ""crown"")",0.51
CT,9,e,other,0.85
CT,10,a,"[i:] as in ""see""",97.11
CT,10,b,"[ɪ] as in ""sit""",0.68
CT,10,c,I use both interchangeably,1.53
CT,10,e,"I use both, but they mean two different things (please state how they differ in the comments box)",0.51
CT,10,f,other,0.17
CT,11,a,"[o:] as in ""flow"" (""flow-ri-da"")",3.23
CT,11,b,"[ɑ] as in ""ah"" (""flah-ri-da"")",4.93
CT,11,c,"[ɔ] as in ""saw"" (""flaw-ri-da"")",10.2
CT,11,d,"[[backwardsc]] as in ""sore"" (""flore-i-da"")",79.08
CT,11,e,other,2.55
CT,12,a,"[ə] as in ""bird"" (""flurr-ish"")",59.15
CT,12,b,"[[backwardsc]] as in ""sore"" (""flore-ish"")",28.55
CT,12,c,"[[caret]] as in ""sun"" (""fluh-rish"")",7.52
CT,12,d,other (including if you use one pronunciation for the verb and a different pronunciation for the noun),4.79
CT,13,a,"[i:] as in ""see""",43.49
CT,13,b,"[ɪ] as in ""sit""",54.62
CT,13,c,other,1.88
CT,14,a,"with [[backwardsc]j] as in ""boy"" (""loyer"")",81.99
CT,14,b,"with [ɔ] as in ""saw"" (""law-yer"")",13.89
CT,14,c,I use both interchangeably,3.43
CT,14,d,other,0.69
CT,15,a,all 3 are the same,48.54
CT,15,b,all 3 are different,13.55
CT,15,c,Mary and merry are the same; marry is different,12.35
CT,15,d,merry and marry are the same; Mary is different,0.86
CT,15,e,Mary and marry are the same; merry is different,24.7
CT,16,a,"with [æ] as in ""man"" (2 syllables--""man-aze"")",37.87
CT,16,b,"with [ejə] (3 syllables--""may-uh-naze"")",49.4
CT,16,c,I use both interchangeably,8.26
CT,16,d,other,4.48
CT,17,a,"[i:] as in ""near""",75.99
CT,17,b,"[ɪ] as in ""knit""",17.79
CT,17,c,"[ɛ] as in ""net""",1.21
CT,17,d,I say something in between [ɪ] and [ɛ],3.97
CT,17,e,other,1.04
CT,18,a,mischievous (3 syllables),66.78
CT,18,b,mischievious (4 syllables),13.43
CT,18,c,"I write ""mischievous"" but say ""mischievious""",3.79
CT,18,d,I use both,15.15
CT,18,e,other,0.86
CT,19,a,"[e:] as in ""say""",93.94
CT,19,b,"[i:] as in ""see""",1.56
CT,19,c,"I use [e:] with the words in isolation, but [i:] in compounds (such as ""Sunday school"")",2.94
CT,19,d,"other (e.g. do you use one vowel in some day names, and another in the other names?)",1.56
CT,20,a,"[æ] as in ""jam""",38.89
CT,20,b,"[ɑ] as in ""father""",57.99
CT,20,c,other,3.12
CT,21,a,"[pi:kæn] with stress on the first syllable (""PEE-can"")",39.3
CT,21,b,"[pi:kæn] with stress on the second syllable (""pee-CAN"")",17.22
CT,21,c,"[pi:kɑn] with stress on the first syllable (""PEE-Kahn"")",5.57
CT,21,d,"[pi:kɑn] with stress on the second syllable (""pee-KAHN"")",14.09
CT,21,e,"[pɪkæn] (""pick Ann"")",1.57
CT,21,f,"[pɪkɑn] (""pick Ahn"")",11.48
CT,21,g,"I pronounce it differently when it's alone than when it's in a compound like ""pecan pie"" (please state how you pronounce the two variants in the comments box)",8.35
CT,21,h,other,2.43
CT,22,a,one syllable,39.38
CT,22,b,two syllables,60.62
CT,23,a,"[i:] as in ""see"" (""reely"")",70.09
CT,23,b,"[ɪ] as in ""sit"" (""rilly"")",11.3
CT,23,c,"[iə] (""ree-l-y"")",9.74
CT,23,d,other (including if you use two or more of these interchangeably),8.87
CT,24,a,"2 syllables (""reel-ter"")",48.26
CT,24,b,"3 syllables (real[ə]tor, in other words ""reel-uh-ter"")",27.53
CT,24,c,3 syllables (ree-l-ter),21.08
CT,24,d,"I don't use this word; I use ""estate agent""",0.7
CT,24,e,other,2.44
CT,25,a,"[u:] as in ""food""",85.94
CT,25,b,"[ʌ] as in ""foot""",2.81
CT,25,c,these four words do not all have the same vowel (please use the comments box to let us know which is which),11.25
CT,26,a,"rhymes with ""hoot""",66.61
CT,26,b,"rhymes with ""out""",3.3
CT,26,c,I can pronounce it either way interchangeably,13.57
CT,26,d,"I say it like ""hoot"" for the noun and like ""out"" for the verb.",13.91
CT,26,e,"I say it like ""out"" for the noun and like ""hoot"" for the verb.",1.74
CT,26,f,other,0.87
CT,27,a,"[i] ""sear-up""",53.14
CT,27,b,"[ɪ] ""sih-rup""",16.55
CT,27,c,"[ə] as in ""sir""",29.79
CT,27,d,other,0.52
CT,28,a,different,83.8
CT,28,b,same,16.2
CT,29,a,"all-mond (first syllable sounds like ""all"")",54.23
CT,29,b,ah-mond (no l),22.89
CT,29,c,"aw-mond (if different from ""ah-mond"")",2.82
CT,29,d,I say something in between l and nothing,13.73
CT,29,e,other,6.34
CT,30,a,"[s] as in ""sock""",97.37
CT,30,b,"[[sh]] as in ""shock""",2.63
CT,31,a,asteri[ks],8.66
CT,31,b,asteri[sk],64.31
CT,31,c,asteri[k] (with no s in the final cluster),25.27
CT,31,d,other,1.77
CT,32,a,I pronounce the first d,57.39
CT,32,b,I don't pronounce the first d,19.54
CT,32,c,I vary freely between pronouncing the first d and not doing so,5.11
CT,32,d,I only pronounce the first d when I'm speaking slowly/carefully,16.2
CT,32,e,"Depends whether it refers to a political or generic candidate, as in ""that assignment looks like a good candidate for elimination"" (please state how the two pronunciations differ)",0.7
CT,32,f,other,1.06
CT,33,a,[s],38.8
CT,33,b,[z],41.27
CT,33,c,both are acceptable to me,19.75
CT,33,d,other,0.18
CT,34,a,pronounced e[ts]etera (4 syllables),70.09
CT,34,b,pronounced e[ts]etra (3 syllables),9.38
CT,34,c,pronounced eksetera (4 syllables),15.04
CT,34,d,pronounced eksetra (3 syllables),4.6
CT,34,e,other,0.88
CT,35,a,"[[g]] as in the middle consonant of ""measure""",58.29
CT,35,b,"[[dg]] as in ""edge""",33.69
CT,35,c,I use both interchangeably,7.31
CT,35,d,other,0.71
CT,36,a,"[s] as in ""sock""",73.58
CT,36,b,"[[sh]] as in ""shock""",25.53
CT,36,c,other,0.89
CT,37,a,I pronounce the h,95.2
CT,37,b,I don't pronounce the h,2.13
CT,37,c,I can pronounce the h or not,2.31
CT,37,d,other,0.36
CT,38,a,"[s] as in ""sock""",96.8
CT,38,b,"[[sh]] as in ""shock""",2.85
CT,38,c,other,0.36
CT,39,a,[s],51.87
CT,39,b,[z],48.13
CT,40,a,with [kw],70.36
CT,40,b,"with [k] (""cor-ter"")",21.61
CT,40,c,I use both interchangeably,6.61
CT,40,d,other,1.43
CT,41,a,spicket,10.5
CT,41,b,spigot,63.88
CT,41,c,I use both interchangeably,3.02
CT,41,d,"I say ""spicket"" but spell it ""spigot""",5.16
CT,41,e,I use both with different meanings (please explain how in the comments box),0.36
CT,41,f,I don't use either version of this word,16.37
CT,41,g,other,0.71
CT,42,a,"the ""g"" is pronounced as [g]",39.64
CT,42,b,"the ""g"" is pronounced as [k]",36.58
CT,42,c,"the ""g"" is silent",23.78
CT,43,a,[s],96.07
CT,43,b,[z],2.5
CT,43,c,either one,1.43
CT,44,a,CREAM cheese (stress on the first syllable),66.37
CT,44,b,cream CHEESE (stress on the second syllable),18.43
CT,44,c,it sounds right either way,13.6
CT,44,d,other,1.61
CT,45,a,INsurance (stress on the first syllable),7.84
CT,45,b,inSURance (stress on the second syllable),86.45
CT,45,c,I can stress either the first or the second syllable,5.53
CT,45,d,other,0.18
CT,46,a,NEW Haven,12.88
CT,46,b,New HAVEN,77.28
CT,46,c,I use both interchangeably,8.59
CT,46,d,other,1.25
CT,47,a,THANKSgiving,17.56
CT,47,b,ThanksGIVing,77.06
CT,47,c,I use both interchangeably,5.02
CT,47,d,other,0.36
CT,48,a,UMbrella,17.32
CT,48,b,umBRELLa,82.68
CT,49,a,dragged,96.06
CT,49,b,drug,1.97
CT,49,c,I use both interchangeably,1.79
CT,49,d,other,0.18
CT,50,a,you all,9.29
CT,50,b,"yous, youse",0.18
CT,50,c,you lot,0.18
CT,50,d,you guys,49.46
CT,50,f,yins,0.18
CT,50,g,you,35.36
CT,50,h,other,2.32
CT,50,i,y'all,3.04
CT,51,a,yes,13.95
CT,51,b,no,83.9
CT,51,c,other,2.15
CT,52,a,yes,11.63
CT,52,b,no,58.86
CT,52,c,"I can use ""where are you at"" in contexts such as asking someone how s/he is coming along on a project, but not in the general sense of ""where are you physically located in the world at this moment"".",29.52
CT,53,a,yes (please consider adding which combinations of modals you use in the comments box),5.19
CT,53,b,no,94.45
CT,53,c,other,0.36
CT,54,a,"this use of ""anymore"" is acceptable",1.08
CT,54,b,"this use of ""anymore"" is unacceptable",98.2
CT,54,c,not sure,0.72
CT,55,a,acceptable,2.33
CT,55,b,unacceptable,96.42
CT,55,c,not sure,1.25
CT,56,a,acceptable,7.18
CT,56,b,unacceptable,91.2
CT,56,c,not sure,1.62
CT,57,a,acceptable,21.43
CT,57,b,unacceptable,72.32
CT,57,c,not sure,6.25
CT,58,a,tag sale,68.93
CT,58,m,other,3.39
CT,58,b,yard sale,15.36
CT,58,c,garage sale,11.25
CT,58,d,rummage sale,0.89
CT,58,h,sidewalk sale,0.18
CT,59,a,mumblety-peg,7.91
CT,59,k,peggy,0.18
CT,59,l,baseball jackknife,0.36
CT,59,m,stick-knife,0.18
CT,59,o,stretch,1.44
CT,59,p,chicken,3.96
CT,59,q,knifey,0.18
CT,59,r,splits,0.54
CT,59,s,Russian roulette,1.8
CT,59,b,mumbledy-peg,7.37
CT,59,t,"I have never heard of this ""game"" and have no idea what it's called",53.42
CT,59,u,other (state here if you have heard one or more of these terms but never knew what they meant),10.97
CT,59,c,mumbly peg,10.07
CT,59,d,mumbly pegs,0.18
CT,59,e,mumblely peg (with 2 l's),1.44
CT,60,a,berm,4.13
CT,60,b,parking,0.36
CT,60,c,tree lawn,1.08
CT,60,d,terrace,0.18
CT,60,e,curb strip,8.62
CT,60,f,beltway,0.36
CT,60,g,verge,2.33
CT,60,h,I have no word for this,75.4
CT,60,i,other,7.54
CT,61,a,boulevard,7.44
CT,61,b,midway,0.91
CT,61,c,traffic island,8.53
CT,61,d,island,53.18
CT,61,e,neutral ground,0.18
CT,61,f,I have no word for this,18.15
CT,61,g,other,11.62
CT,62,a,median strip,10.27
CT,62,j,other,2.52
CT,62,b,median,79.82
CT,62,c,boulevard,0.36
CT,62,e,traffic island,0.36
CT,62,g,island,2.34
CT,62,i,I have no word for this,4.32
CT,63,a,milkshake/shake,97.67
CT,63,b,frappe,1.61
CT,63,c,cabinet,0.18
CT,63,e,thick shake,0.18
CT,63,f,other,0.36
CT,64,a,sub,35.43
CT,64,j,I have no word for this,0.36
CT,64,k,other,3.42
CT,64,b,grinder,57.37
CT,64,c,hoagie,1.44
CT,64,d,hero,1.62
CT,64,e,poor boy,0.18
CT,64,g,Italian sandwich,0.18
CT,65,a,lightning bug,23.02
CT,65,b,firefly,30.94
CT,65,c,I use lightning bug and firefly interchangeably,45.32
CT,65,e,I have no word for this,0.18
CT,65,f,other,0.54
CT,66,a,crawfish,39.39
CT,66,b,crayfish,46.04
CT,66,c,craw,0.18
CT,66,e,crawdad,4.68
CT,66,g,I have no word for this critter,7.37
CT,66,h,other,2.34
CT,67,a,daddy long leg(s),99.1
CT,67,l,other,0.18
CT,67,b,daddy big legs,0.54
CT,67,d,father longlegs,0.18
CT,68,a,grandmother,2.39
CT,68,b,granny,2.02
CT,68,c,grandma,44.4
CT,68,d,nana,8.81
CT,68,e,mimi,1.47
CT,68,f,grammy/grammie/grammi,6.42
CT,68,g,other,34.5
CT,69,a,grandmother,4.01
CT,69,b,granny,2.1
CT,69,c,grandma,42.56
CT,69,d,gramma,12.98
CT,69,e,nana,8.4
CT,69,f,other,29.96
CT,70,a,gramps,1.35
CT,70,b,grandpa,18.38
CT,70,c,grampa,17.41
CT,70,d,"grandad, granddad",3.09
CT,70,e,pap,0.19
CT,70,f,"I spell it ""grandpa"" but pronounce it as ""grampa""",25.73
CT,70,g,other (including if you use a different term to address him directly than you do when speaking about him to a third party),33.85
CT,71,a,gramps,0.82
CT,71,b,grandpa,30.33
CT,71,c,grampa,31.15
CT,71,d,pap,0.2
CT,71,e,other,37.5
CT,72,a,dust bunnies,71.43
CT,72,b,dust kittens,1.08
CT,72,c,dust mice,0.72
CT,72,d,kitties,0.72
CT,72,e,dust balls,20.98
CT,72,f,other,5.06
CT,73,a,sneakers,93.86
CT,73,j,I have no general word for this,0.54
CT,73,k,other,1.26
CT,73,b,shoes,1.26
CT,73,c,gymshoes,0.36
CT,73,e,jumpers,0.18
CT,73,f,tennis shoes,1.62
CT,73,g,running shoes,0.72
CT,73,i,trainers,0.18
CT,74,a,pill bug,17.54
CT,74,j,millipede,1.99
CT,74,k,centipede,8.32
CT,74,l,"I know what this creature is, but have no word for it",16.64
CT,74,m,I have no idea what this creature is,30.92
CT,74,n,other,2.17
CT,74,b,doodle bug,3.07
CT,74,c,potato bug,4.88
CT,74,d,roly poly,10.67
CT,74,e,sow bug,3.07
CT,74,i,wood louse,0.72
CT,75,a,shopping cart,73.02
CT,75,b,shopping wagon,0.36
CT,75,c,grocery cart,11.15
CT,75,d,shopping carriage,0.9
CT,75,e,carriage,9.89
CT,75,f,buggy,0.9
CT,75,g,supermarket trolley,0.18
CT,75,h,other,3.6
CT,76,a,kitty-corner,62.77
CT,76,b,kitacorner,0.18
CT,76,c,catercorner,0.72
CT,76,d,catty-corner,8.45
CT,76,e,kitty cross,0.18
CT,76,g,"I can only use ""diagonal"" for this",22.3
CT,76,h,I have no term for this,4.5
CT,76,i,other,0.9
CT,77,a,doing donuts,86.12
CT,77,c,whipping shitties,0.19
CT,77,d,other,13.69
CT,78,a,scratch paper,12.77
CT,78,b,scrap paper,55.04
