id,choice_index,answer,color_hex,pct
332,2,Chinese fire drill,#00ff00,9.0
332,3,Chinese lane change,#0000ff,4.0
333,1,in line,#ff0000,91.0
333,2,on line,#0000ff,3.0
333,3,both sound equally good,#00ff00,3.0
334,1,frosting,#ff0000,33.0
334,2,both,#00ff00,27.0
334,3,icing,#0000ff,18.0
334,4,"icing is thinner than frosting, white, and/or made of powdered sugar and milk or lemon juice",#ffff00,18.0
335,1,New York City,#ff0000,44.0
335,2,other,#00ff00,43.0
335,3,Chicago,#0000ff,6.0
335,4,Boston,#ffff00,2.0
335,5,DC,#ff00ff,1.0
335,6,LA,#00ffff,1.0
336,1,there is no distinction; they both have the same meaning,#ff0000,33.0
336,2,I do not use the term supper,#00ff00,31.0
336,3,dinner takes place in a more formal setting than supper,#0000ff,13.0
336,4,"supper is an evening meal while dinner is eaten earlier (lunch, for example)",#ffff00,9.0
336,5,"supper is an evening meal, dinner is the main meal",#ff00ff,7.0
336,6,other,#00ffff,4.0
337,1,trash can,#ff0000,37.0
337,2,These words refer to different things,#00ff00,30.0
337,3,garbage can,#0000ff,28.0
337,4,other,#ffff00,2.0
337,5,waste(paper) basket,#ff00ff,1.0
338,1,By accident,#ff0000,73.0
338,2,both,#00ff00,12.0
338,3,On accident,#0000ff,10.0
338,4,neither,#ffff00,2.0
338,5,other,#ff00ff,1.0
339,1,frontage road,#ff0000,31.0
339,2,service road,#00ff00,26.0
339,3,access road,#0000ff,18.0
339,4,we have them but I have no word for them,#ffff00,11.0
339,5,I've never heard of this concept,#ff00ff,4.0
339,6,feeder road,#000000,3.0
339,7,other,#00ffff,3.0
340,1,mow the lawn,#ff0000,63.0
340,2,cut the grass,#00ff00,20.0
340,3,other,#0000ff,8.0
340,4,mow the grass,#ffff00,7.0
341,1,hand in,#ff0000,74.0
341,2,both,#00ff00,13.0
341,3,other,#0000ff,7.0
341,4,pass in,#ffff00,3.0
342,1,waterbug,#ff0000,45.0
342,2,I have no word for this,#00ff00,22.0
342,3,waterstrider,#0000ff,11.0
342,4,water-spider,#ffff00,8.0
342,5,skimmer,#ff00ff,4.0
342,6,other,#00ffff,3.0
342,7,water beetle,#000000,2.0
343,1,water fountain,#ff0000,60.0
343,2,drinking fountain,#00ff00,33.0
343,3,bubbler,#0000ff,3.0
343,4,other,#ffff00,1.0
344,1,the subway,#ff0000,81.0
344,2,other,#00ff00,6.0
344,3,the metro,#0000ff,4.0
344,4,"the L, or the El",#ffff00,3.0
344,5,the T,#ff00ff,2.0
344,6,BART,#00ffff,1.0
345,1,soda,#ff0000,47.0
345,2,pop,#00ff00,28.0
345,3,coke,#0000ff,14.0
345,4,soft drink,#ffff00,5.0
345,5,other,#ff00ff,2.0
346,1,tp'ing,#ff0000,59.0
346,2,toilet papering,#00ff00,19.0
346,3,I have no word for this,#0000ff,6.0
346,4,rolling,#ffff00,5.0
346,5,wrapping,#ff00ff,3.0
346,6,papering,#00ffff,3.0
347,1,"rubbernecking is the activity (slowing down and gawking) that causes the traffic jam, but I have no word for the traffic jam itself",#ff0000,55.0
347,2,rubbernecking,#00ff00,16.0
347,3,I have no word for this,#0000ff,12.0
347,4,gapers' block,#ffff00,3.0
347,5,other,#ff00ff,3.0
347,6,rubberneck,#00ffff,2.0
347,7,Lookie Lou,#000000,1.0
348,1,"[æ] as in ""sat""",#ff0000,87.0
348,2,"[e:] as in ""say""",#00ff00,9.0
348,3,other,#0000ff,2.0
349,1,bag,#ff0000,85.0
349,2,sack,#00ff00,12.0
349,3,other,#0000ff,2.0
350,1,I have no word for this,#ff0000,74.0
350,2,mischief night,#00ff00,9.0
350,3,devil's night,#0000ff,8.0
350,4,other,#ffff00,4.0
350,5,cabbage night,#ff00ff,1.0
350,6,devil's eve,#00ffff,1.0
351,1,heel,#ff0000,61.0
351,2,end,#00ff00,15.0
351,3,crust,#0000ff,14.0
351,4,butt,#ffff00,3.0
351,5,other,#ff00ff,2.0
351,6,I have no word for this,#00ffff,1.0
352,1,barbituate,#ff0000,78.0
352,2,barbiturate,#00ff00,10.0
352,3,I don't use either of these,#0000ff,9.0
352,4,other,#ffff00,1.0
353,1,p,#ff0000,57.0
353,2,f,#00ff00,40.0
353,3,other,#0000ff,1.0
354,1,[z],#ff0000,67.0
354,2,[s],#00ff00,31.0
354,3,other,#0000ff,1.0
355,1,a moot point,#ff0000,85.0
355,2,I have no idea,#00ff00,6.0
355,3,a mute point,#0000ff,4.0
355,4,either one of the above,#ffff00,1.0
356,1,"[sp] (as in ""desperate"")",#ff0000,77.0
356,2,"[zb] (rhymes with ""lesbian"")",#00ff00,21.0
356,3,other,#0000ff,1.0
357,1,basement,#ff0000,62.0
357,2,"A basement is finished (for example with plastered or painted walls, carpets, etc.), whereas a cellar is unfinished (made up of bare stone or cement, used only for storage).",#00ff00,14.0
357,3,"I use both, and they mean the same thing",#0000ff,10.0
357,4,"A cellar has an outside entrance (some call this a ""bulkhead""), whereas a basement does not",#ffff00,8.0
357,5,cellar,#ff00ff,1.0
357,6,other,#00ffff,1.0
358,1,I have never heard of such a thing,#ff0000,47.0
358,2,"we have these in my area, but we have no special term for them",#00ff00,31.0
358,3,other,#0000ff,11.0
358,4,brew thru,#ffff00,3.0
358,5,beer barn,#ff00ff,2.0
359,1,take-out,#ff0000,65.0
359,2,either take-out or carry-out,#00ff00,24.0
359,3,carry-out,#0000ff,7.0
359,4,other,#ffff00,2.0
360,1,shotgun,#ff0000,67.0
360,2,dibs,#00ff00,22.0
360,3,I have no term for this,#0000ff,7.0
360,4,other,#ffff00,2.0
361,1,ogle,#ff0000,40.0
361,2,"oggle (pronounced to rhyme with ""boggle"", but may still be spelled ""ogle"")",#00ff00,23.0
361,3,oogle,#0000ff,17.0
361,4,I have no word for this activity,#ffff00,8.0
361,5,I use both oogle and ogle interchangeably,#00ffff,3.0
361,6,"I use both ogle and ""oggle""",#ff00ff,3.0
361,7,other,#000000,3.0
362,1,especially,#ff0000,94.0
362,2,"expecially (or ""ecspecially"" or ""ekspecially"")",#00ff00,2.0
362,3,I use both interchangeably,#0000ff,1.0
90,1,scone (rhymes with bone),#ff0000,77.0
90,2,scon (rhymes with gone),#00ff00,12.0
90,3,I've never said this word and don't know how to pronounce it,#0000ff,3.0
91,1,roll,#ff0000,60.0
91,2,dinner roll,#00ff00,14.0
91,3,bread roll,#0000ff,12.0
91,4,bun,#ffff00,6.0
91,5,french roll,#ff00ff,1.0
92,1,"with a short ""a"" sound, as in the word ""mass""",#ff0000,88.0
92,2,"with a long ""ah"" sound, as in the word ""farm""",#00ff00,11.0
93,1,ginnel,#ffff00,1.0
93,2,lane,#0000ff,1.0
93,3,cut,#ff00ff,0.0
93,4,snicket,#000000,0.0
93,5,entry,#00ffff,0.0
93,6,jitty,#ff0000,0.0
93,7,close,#00ff00,0.0
94,1,teenager,#ff0000,38.0
94,2,chav,#00ff00,12.0
94,3,trendy,#0000ff,5.0
94,4,townie,#ffff00,4.0
94,5,scally,#ff00ff,1.0
94,6,pikey,#00ffff,1.0
95,1,aitch,#ff0000,87.0
95,2,haitch,#00ff00,11.0
96,1,underwear,#ff0000,55.0
96,2,underpants,#00ff00,13.0
96,3,briefs,#0000ff,9.0
96,4,pants,#ffff00,7.0
96,5,knickers,#00ffff,3.0
96,6,drawers,#ff00ff,3.0
97,1,"it rhymes with ""gate""",#ff0000,93.0
97,2,"it rhymes with ""get""",#00ff00,5.0
98,1,tennis shoes,#ff0000,37.0
98,2,sneakers,#00ff00,35.0
98,3,trainers,#0000ff,11.0
98,4,gym shoes,#ffff00,4.0
98,5,kicks,#ff00ff,2.0
98,6,runners,#00ffff,1.0
99,1,"It begins with ""sk"", like ""sketch""",#ff0000,89.0
99,2,"It begins with ""sh"", like shed",#00ff00,9.0
100,1,pants,#ff0000,72.0
100,2,trousers,#00ff00,15.0
100,3,slacks,#0000ff,7.0
100,4,britches,#ffff00,2.0
102,1,soda,#ff0000,44.0
102,2,pop,#00ff00,20.0
102,3,coke,#0000ff,11.0
102,4,soft drink,#ffff00,9.0
102,5,fizzy drink,#ff00ff,8.0
102,6,soda pop,#00ffff,2.0
103,1,siksth,#ff0000,81.0
103,2,sikth (no s sound between the k and the th),#00ff00,17.0
104,1,chip sandwich,#ff0000,31.0
104,2,chip butty,#00ff00,15.0
105,1,"with the same vowel as ""fall"", but different than the vowels in ""bold"" and ""ah""",#ff0000,66.0
105,2,"with the same vowel as in ""ah""",#00ff00,28.0
105,3,"with same vowel as in ""bold""",#0000ff,3.0
106,1,garbage man,#ff0000,50.0
106,2,trash man,#00ff00,15.0
106,3,bin man,#0000ff,11.0
106,4,waste collector,#ffff00,5.0
106,5,dust man,#ff00ff,3.0
106,6,dustbin man,#00ffff,3.0
107,1,"a-gen (with the vowel in ""den"")",#ff0000,90.0
107,2,"a-gane (with the vowel in ""brain"")",#00ff00,7.0
108,1,roundabout,#ff0000,61.0
108,2,traffic circle,#00ff00,28.0
108,3,rotary,#0000ff,6.0
108,4,island,#ffff00,2.0
109,1,"the same as the vowel in ""beat""",#ff0000,92.0
109,2,"the same as the vowel in ""bit""",#00ff00,3.0
109,3,"the same as the vowel in ""bet""",#0000ff,2.0
110,1,drying rack,#ff0000,45.0
110,2,clothes rack,#00ff00,38.0
110,3,clothes horse,#0000ff,9.0
110,4,airer,#ffff00,2.0
111,1,"with the consonant sound in ""church""",#ff0000,77.0
111,2,"with the consonant sound in ""judge""",#00ff00,16.0
112,1,soccer,#ff0000,80.0
112,2,football,#00ff00,18.0
113,1,"with the vowel [ə] (""uh"", or in popular spelling ""cinemer""))",#ff0000,64.0
113,2,"with the vowel [ɑ] (""ah"", or in popular spelling ""cinemar"")",#00ff00,33.0
114,1,truce,#ff0000,33.0
114,2,time out,#00ff00,32.0
114,3,quits,#0000ff,7.0
114,4,pax,#ffff00,2.0
114,5,barley,#ff00ff,1.0
115,1,woodlouse,#ff0000,15.0
115,2,grub,#00ff00,6.0
115,3,slater,#ffff00,1.0
115,4,wood bug,#0000ff,1.0
116,1,"It doesn't rhyme with ""put""",#ff0000,83.0
116,2,"It rhymes with ""put""",#00ff00,14.0
